measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,60,Lithuania,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13804.827910707707,15022.715993421856,12681.186969827431
5,Prevalence,203,Cabo Verde,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11532.542086392657,12625.397732023715,10575.43541875992
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11506.197442887033,12735.06167127611,10441.558180059912
5,Prevalence,298,American Samoa,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10744.427599117564,11928.706456708087,9751.027344326976
5,Prevalence,178,Eritrea,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11214.673002147389,12337.802981610934,10164.345908052526
5,Prevalence,14,Maldives,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10945.673391798511,12113.975111993803,9884.701724719022
5,Prevalence,374,Niue,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11635.273567118742,12831.571936367925,10606.462467288417
5,Prevalence,126,Costa Rica,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12795.890762871068,14114.67850749705,11738.132217826376
5,Prevalence,80,France,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15755.93763566186,17200.18996193658,14451.772038064924
5,Prevalence,135,Brazil,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,16806.34476510134,18144.594237493067,15627.928511919914
5,Prevalence,47,Czechia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11376.98833084841,12364.018430916321,10464.0697306133
5,Prevalence,69,Singapore,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10404.883352206703,11409.936447572445,9540.491715433864
5,Prevalence,193,Botswana,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11141.283062413862,12248.161995814477,10186.979533996671
5,Prevalence,59,Latvia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13045.184273877305,14137.268793689067,12041.23217113758
5,Prevalence,72,New Zealand,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,17089.247698508003,18364.22170255384,15927.824287521125
5,Prevalence,106,Bahamas,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14322.221616991448,15874.36121319337,12998.143226910724
5,Prevalence,61,Republic of Moldova,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13163.370626283888,14419.813705696319,12044.431514556041
5,Prevalence,213,Niger,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9280.18180096403,10324.76950075981,8329.71760322125
5,Prevalence,113,Guyana,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15589.163545762098,17112.100090584932,14281.361338345638
5,Prevalence,171,Democratic Republic of the Congo,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11905.116856416787,13193.792882272743,10743.636608368797
5,Prevalence,148,Morocco,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15443.180030581452,16879.236013708854,14111.255665195566
5,Prevalence,125,Colombia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11794.962495819482,13134.316773497809,10715.195884871002
5,Prevalence,202,Cameroon,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10242.09857010026,11275.825146264237,9326.149582646038
5,Prevalence,71,Australia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,17635.196622318374,19142.586376477568,16388.11740890442
5,Prevalence,179,Ethiopia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10593.337972526911,11509.772595245948,9706.065017092384
5,Prevalence,380,Palau,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11974.304128915692,13278.48027964651,10912.52047224158
5,Prevalence,194,Lesotho,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12293.071268339338,13452.545685949302,11197.832161324455
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14697.184859413243,16255.144807783256,13430.635491080897
5,Prevalence,81,Germany,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14849.98712505321,16250.774714959163,13558.672827805798
5,Prevalence,48,Hungary,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11766.38382410218,12861.490472282403,10812.08905154948
5,Prevalence,26,Papua New Guinea,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10984.720299529221,12226.990451753287,9922.748289914325
5,Prevalence,10,Cambodia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11828.948268096134,13119.636015067066,10709.203619682667
5,Prevalence,107,Barbados,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14432.908275614278,15893.138224222666,13202.676880813095
5,Prevalence,74,Andorra,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15261.240140206044,16699.239974444492,14029.57728725314
5,Prevalence,376,Northern Mariana Islands,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11654.19854806511,12857.882626913442,10579.988507031563
5,Prevalence,37,Kyrgyzstan,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10320.689046496464,11269.815317190469,9431.434143730341
5,Prevalence,172,Equatorial Guinea,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11517.863392340141,12692.052955093344,10477.802501900227
5,Prevalence,305,Bermuda,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14488.861833812496,15805.07515140366,13276.88948592019
5,Prevalence,204,Chad,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9935.22409006491,11026.87482753728,9000.147316201821
5,Prevalence,216,Senegal,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9701.71443074829,10711.055544552406,8770.21732888723
5,Prevalence,170,Congo,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11742.84077944225,12895.530063570553,10709.591905007375
5,Prevalence,136,Paraguay,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15192.170555514287,16768.213542199992,13822.535704366528
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11779.991344065826,12945.757374119077,10727.58952174923
5,Prevalence,49,North Macedonia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11555.336292203685,12665.873861484295,10565.704993584484
5,Prevalence,11,Indonesia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10612.516970486962,11463.2359819044,9767.640455493465
5,Prevalence,92,Spain,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,17212.448085854536,18511.63629801152,16033.66287804546
5,Prevalence,173,Gabon,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12276.801523562799,13525.505928547887,11204.313736673039
5,Prevalence,162,Bhutan,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11777.987874015118,12848.800087387452,10743.183418427401
5,Prevalence,114,Haiti,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14545.400334031645,16234.560829104075,13188.983114129112
5,Prevalence,108,Belize,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14003.75358708221,15576.888217635656,12713.087755583501
5,Prevalence,82,Greece,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,16856.448270981095,18305.324661346876,15527.584964891208
5,Prevalence,19,Timor-Leste,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10220.537764856532,11322.887460092657,9222.693379161903
5,Prevalence,16,Philippines,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11181.523604470658,12108.420641627943,10306.043453193503
5,Prevalence,27,Samoa,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10898.292323431315,12152.437456825564,9893.970429499934
5,Prevalence,38,Mongolia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10428.370804837581,11394.714519865545,9554.784697811785
5,Prevalence,105,Antigua and Barbuda,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14351.801899233704,15868.555175186353,13055.199248008994
5,Prevalence,196,South Africa,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11715.680782177997,12559.905777342168,10965.83465465879
5,Prevalence,17,Sri Lanka,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11420.065555439562,12561.896603286506,10435.271039975874
5,Prevalence,151,Qatar,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14317.646791133284,15868.138691390674,13001.95083516271
5,Prevalence,97,Argentina,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13001.425659841967,13817.194413464429,12206.678855921187
5,Prevalence,163,India,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13515.694774484497,14799.073371614282,12082.921914750508
5,Prevalence,207,Ghana,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10356.076563262392,11380.204602572561,9465.61701234876
5,Prevalence,150,Oman,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13808.682870056462,15251.752440540778,12585.838130846327
5,Prevalence,320,Cook Islands,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11534.430742971075,12703.64700473966,10509.3047939571
5,Prevalence,214,Nigeria,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9186.642397297142,9945.499776418194,8471.281856789636
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11001.770305416312,12146.746342135177,9937.720857868513
5,Prevalence,93,Sweden,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14748.06663578407,15684.923733280177,13851.182290248815
5,Prevalence,351,Guam,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11178.28718103905,12275.585762193075,10203.351625298248
5,Prevalence,180,Kenya,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10822.809516904934,11667.438599683577,10002.952394120515
5,Prevalence,115,Jamaica,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14044.416789772713,15564.288439010912,12812.469412418597
5,Prevalence,160,Afghanistan,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15365.006285943105,17186.295117046797,13599.758672420781
5,Prevalence,152,Saudi Arabia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14239.214965955265,15705.396924981798,13029.514196511038
5,Prevalence,385,Puerto Rico,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14226.853470129388,15682.987384356862,12989.439941884697
5,Prevalence,217,Sierra Leone,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10932.549072858004,12103.081808389728,9882.18187345177
5,Prevalence,39,Tajikistan,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10029.791726917785,11014.776912492162,9129.55884127927
5,Prevalence,413,Tokelau,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10909.753823546265,11991.293322762398,9887.571903866914
5,Prevalence,349,Greenland,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,16699.344159135173,18235.660267477473,15398.752916790414
5,Prevalence,139,Algeria,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14075.031704686202,15444.809989837087,12832.571251799027
5,Prevalence,195,Namibia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10092.541107340418,11142.790250262704,9198.399059355286
5,Prevalence,127,El Salvador,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12700.309954161006,13985.753128255921,11616.3184628887
5,Prevalence,131,Nicaragua,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12470.561639685766,13811.12085540691,11404.479794648985
5,Prevalence,85,Israel,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13322.474599034716,14460.094931316497,12336.9663451111
5,Prevalence,28,Solomon Islands,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11177.860616174174,12426.293894930866,10047.222487878254
5,Prevalence,50,Montenegro,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11778.359410260495,12877.194846088127,10808.226618242736
5,Prevalence,198,Zimbabwe,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9643.58477551963,10620.620134893303,8687.910327834608
5,Prevalence,215,Sao Tome and Principe,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10093.883080767318,11124.187572769926,9169.003804404701
5,Prevalence,181,Madagascar,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11208.02372938003,12365.21278120959,10094.78114287595
5,Prevalence,129,Honduras,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11821.702439659379,13048.02357158317,10763.418824760081
5,Prevalence,83,Iceland,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13779.249534250153,15122.820585414154,12640.874924889486
5,Prevalence,94,Switzerland,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,16342.91591625655,17774.8945742605,15032.860931914716
5,Prevalence,62,Russian Federation,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11275.078327539433,12040.281221059367,10494.277059421187
5,Prevalence,140,Bahrain,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15399.584186200616,16926.15415099942,13951.094719688099
5,Prevalence,182,Malawi,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10792.013176776249,11939.101258832623,9709.692372287302
5,Prevalence,76,Belgium,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14213.945268856793,15484.339374560706,13053.958065644725
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9720.435488162164,10623.979410572529,8967.441403914909
5,Prevalence,86,Italy,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15031.252494224298,16025.039560477508,14105.296733477735
5,Prevalence,29,Tonga,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10641.079825066015,11799.776752587159,9600.30947482767
5,Prevalence,149,Palestine,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,16459.99318963844,18075.903874328134,14958.526574124797
5,Prevalence,205,Côte d'Ivoire,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9761.95268219446,10821.506458128966,8886.143999983216
5,Prevalence,84,Ireland,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,16477.896916693076,17980.615908045773,15111.853687618126
5,Prevalence,18,Thailand,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12419.673701035095,13621.984402735874,11277.870578795839
5,Prevalence,128,Guatemala,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12300.175723023562,13582.7425031496,11246.124887242117
5,Prevalence,206,Gambia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11121.813477468797,12267.556099986863,10055.22509833052
5,Prevalence,52,Romania,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11422.921376860471,12447.150867551449,10522.192339453892
5,Prevalence,130,Mexico,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11825.049159786704,12681.79242593807,11045.437105110017
5,Prevalence,161,Bangladesh,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11496.07098919898,12611.049381086115,10544.479805975827
5,Prevalence,51,Poland,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10621.947683390912,11360.247217766391,9880.723978254797
5,Prevalence,208,Guinea,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10025.440876698354,11137.862815934153,9044.445704416852
5,Prevalence,393,Saint Kitts and Nevis,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15185.311025755902,16730.949695080508,13767.974207802516
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14463.622925350222,15418.863927933346,13580.250787417659
5,Prevalence,175,Burundi,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11026.16825249472,12196.768458160284,9943.294125969385
5,Prevalence,63,Ukraine,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12781.803904626859,13690.608991487543,11889.186004125515
5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14408.775928526346,15922.687949730274,13166.378322107757
5,Prevalence,22,Fiji,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11110.418676896676,12302.899741370884,10071.17148783974
5,Prevalence,218,Togo,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10939.435010527683,12085.125867784529,9928.206446944878
5,Prevalence,54,Slovakia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11484.839411729488,12510.332073332369,10484.348569857028
5,Prevalence,43,Albania,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11621.24752148855,12763.404613051955,10625.946475484896
5,Prevalence,183,Mauritius,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,12584.077810985369,13741.210064934683,11490.930281163965
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11082.382603152584,12293.102595528371,10055.052901117344
5,Prevalence,396,San Marino,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15395.339784514192,16915.256069626954,14122.05738504102
5,Prevalence,141,Egypt,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13788.727686085884,15186.772345275842,12525.136630070689
5,Prevalence,41,Uzbekistan,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9820.75013057389,10751.958165993194,8995.214323948412
5,Prevalence,75,Austria,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15075.183879267706,16518.5976553408,13833.562794794669
5,Prevalence,416,Tuvalu,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11735.199761754133,12986.141017746957,10662.621356604472
5,Prevalence,118,Suriname,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15220.954163220598,16659.323908589362,13979.567486401716
5,Prevalence,20,Viet Nam,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,9569.116281229515,10522.300977735238,8747.811082933831
5,Prevalence,53,Serbia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11631.932490901243,12660.410743674085,10659.683101306633
5,Prevalence,109,Cuba,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,15292.736451119954,16665.860597316085,14083.340004520056
5,Prevalence,184,Mozambique,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10950.623204808186,12098.488893994405,9890.212759311542
5,Prevalence,164,Nepal,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,13003.35807612176,14198.426997287106,11765.55332461484
5,Prevalence,142,Iran (Islamic Republic of),3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,18638.61919397345,20114.635525694066,17274.078978095808
5,Prevalence,98,Chile,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14750.025022293665,16141.212105849272,13544.284116447843
5,Prevalence,119,Trinidad and Tobago,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,14495.008373522374,15833.019969965631,13296.980527660402
5,Prevalence,186,Seychelles,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10918.584564553006,12031.269689535084,9899.47850154601
5,Prevalence,197,Eswatini,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,10664.738563330231,11692.359357583635,9758.893065917613
5,Prevalence,33,Armenia,3,Both,22,All Ages,558,Mental disorders,3,Rate,2019,11330.034678899472,12329.80515393109,10409.845762102694
